Time, Acc, GYR, Mag
0.490046	-1120 	 1423 	 15813	110 	 9 	 -837	-677 	 382 	 671
0.500028	-1030 	 1436 	 15880	15 	 -84 	 -762	-678 	 376 	 672
0.509758	-1119 	 1314 	 15534	-60 	 -3 	 -817	-677 	 378 	 674
0.519486	-1122 	 1467 	 16102	93 	 -4 	 -807	-677 	 378 	 680
0.529478	-1180 	 1397 	 15526	2 	 -56 	 -768	-676 	 377 	 680
0.539293	-1212 	 1369 	 15723	21 	 0 	 -793	-677 	 373 	 671
0.549053	-1177 	 1499 	 16188	33 	 -26 	 -808	-677 	 380 	 679
0.558835	-1140 	 1374 	 15608	33 	 -96 	 -783	-677 	 380 	 676
0.568552	-1118 	 1343 	 15823	59 	 -19 	 -809	-677 	 380 	 666
0.578315	-1201 	 1489 	 16031	112 	 -50 	 -801	-677 	 370 	 670
0.588076	-1151 	 1351 	 15512	-26 	 -76 	 -825	-679 	 370 	 670
0.597744	-1160 	 1392 	 15974	25 	 -1 	 -858	-677 	 374 	 666
0.607463	-1143 	 1425 	 15917	5 	 -58 	 -804	-681 	 376 	 672
0.617154	-1143 	 1368 	 15677	35 	 -8 	 -781	-677 	 378 	 673
0.626819	-1195 	 1471 	 15784	69 	 4 	 -801	-678 	 378 	 671
0.636422	-1156 	 1420 	 15829	4 	 -100 	 -789	-678 	 374 	 671
0.646219	-1162 	 1401 	 15616	49 	 -1 	 -825	-677 	 374 	 671
0.655957	-1170 	 1437 	 15740	-2 	 -4 	 -791	-678 	 376 	 669
0.665607	-1136 	 1392 	 15459	-10 	 -63 	 -793	-680 	 379 	 673
0.675337	-1219 	 1390 	 15624	50 	 -24 	 -794	-677 	 381 	 670
0.685107	-1201 	 1355 	 15712	38 	 -65 	 -810	-677 	 375 	 671
0.694884	-1187 	 1383 	 15551	19 	 -68 	 -800	-677 	 376 	 685
0.704565	-1196 	 1443 	 15781	70 	 -12 	 -844	-678 	 376 	 671
0.714266	-1036 	 1390 	 15558	21 	 -51 	 -801	-681 	 376 	 671
0.724004	-1251 	 1377 	 15795	30 	 -62 	 -824	-680 	 379 	 683
0.733567	-1196 	 1404 	 15689	-13 	 -75 	 -814	-680 	 376 	 665
0.743257	-1189 	 1379 	 15690	235 	 -73 	 -791	-678 	 375 	 677
0.75297	-1234 	 1414 	 16000	29 	 -27 	 -860	-676 	 377 	 672
0.762912	-1250 	 1497 	 15673	10 	 -74 	 -761	-676 	 377 	 680
0.772687	-1157 	 1314 	 15590	-25 	 -71 	 -801	-674 	 377 	 680
0.78243	-1196 	 1436 	 16100	118 	 12 	 -809	-678 	 379 	 677
0.792172	-1154 	 1414 	 15754	-17 	 -106 	 -769	-678 	 377 	 672
0.801859	-1114 	 1372 	 15676	60 	 -41 	 -817	-678 	 379 	 672
0.811586	-1132 	 1449 	 15877	16 	 1 	 -809	-679 	 378 	 669
0.823068	-1162 	 1368 	 15257	-12 	 -93 	 -821	-676 	 377 	 674
0.832902	-1160 	 1409 	 15867	83 	 18 	 -793	-676 	 377 	 672
0.842643	-1103 	 1419 	 15764	-43 	 -121 	 -793	-677 	 378 	 672
0.852301	-1168 	 1321 	 15636	17 	 -99 	 -768	-678 	 380 	 675
0.862099	-1190 	 1436 	 15885	11 	 -62 	 -797	-676 	 377 	 674
0.87191	-1225 	 1385 	 15594	-28 	 -96 	 -789	-677 	 376 	 671
0.881596	-1175 	 1384 	 15825	22 	 -12 	 -805	-678 	 382 	 680
0.890827	-1199 	 1437 	 15828	29 	 -69 	 -801	-678 	 376 	 681
0.89912	-1201 	 1360 	 15534	-6 	 -58 	 -827	-677 	 376 	 681
0.907457	-1155 	 1410 	 15980	78 	 -6 	 -835	-679 	 376 	 672
0.915796	-1186 	 1449 	 15876	23 	 -11 	 -816	-680 	 375 	 675
0.924061	-1128 	 1374 	 15604	238 	 -24 	 -818	-677 	 379 	 674
0.9324	-1108 	 1386 	 15702	59 	 8 	 -812	-677 	 379 	 674
0.94072	-1175 	 1456 	 15782	43 	 -29 	 -810	-675 	 375 	 676
0.949118	-1133 	 1367 	 15629	22 	 -60 	 -796	-678 	 379 	 668
0.957463	-1191 	 1426 	 15817	102 	 18 	 -810	-676 	 379 	 678
0.965799	-1103 	 1442 	 15833	20 	 -14 	 -827	-676 	 379 	 677
0.974127	-1150 	 1380 	 15581	-2 	 -50 	 -822	-676 	 379 	 677
0.982364	-1228 	 1409 	 15657	45 	 22 	 -826	-677 	 375 	 671
0.990929	-1117 	 1414 	 15882	31 	 -12 	 -807	-678 	 375 	 668
0.999251	-1178 	 1372 	 15643	33 	 -33 	 -833	-678 	 379 	 668
1.007551	-1141 	 1425 	 15795	79 	 -4 	 -837	-679 	 379 	 668
1.015754	-1163 	 1448 	 15662	28 	 -63 	 -761	-678 	 378 	 670
1.024059	-1128 	 1373 	 15541	64 	 -34 	 -824	-680 	 379 	 672
1.032389	-1175 	 1405 	 15708	28 	 28 	 -809	-679 	 377 	 667
1.040712	-1154 	 1414 	 15790	64 	 8 	 -831	-679 	 377 	 667
1.049004	-1131 	 1411 	 15649	-8 	 -23 	 -815	-676 	 372 	 670
1.057263	-1115 	 1406 	 15839	41 	 -27 	 -795	-676 	 376 	 668
1.065579	-1215 	 1362 	 15748	-13 	 -79 	 -787	-680 	 382 	 681
1.073911	-1168 	 1384 	 15689	46 	 -22 	 -769	-680 	 382 	 671
1.082259	-1207 	 1434 	 15799	28 	 -39 	 -534	-680 	 378 	 671
1.091001	-1248 	 1416 	 15683	13 	 -40 	 -779	-677 	 375 	 671
1.099379	-1167 	 1363 	 15540	-14 	 -36 	 -822	-677 	 377 	 669
1.107722	-1153 	 1423 	 15558	8 	 -25 	 -787	-677 	 378 	 674
1.116034	-1124 	 1404 	 15711	6 	 -57 	 -806	-677 	 378 	 674
1.12436	-1096 	 1363 	 15747	25 	 -18 	 -817	-679 	 382 	 670
1.132618	-1182 	 1449 	 15695	26 	 -62 	 -802	-677 	 377 	 670
1.140882	-1171 	 1391 	 15683	24 	 -32 	 -835	-675 	 376 	 673
1.149186	-1212 	 1367 	 15708	52 	 -4 	 -803	-675 	 376 	 666
1.157761	-1183 	 1393 	 15714	0 	 -49 	 -827	-678 	 375 	 666
1.166147	-1269 	 1438 	 15697	-13 	 -99 	 -800	-678 	 377 	 669
1.174381	-1204 	 1384 	 15607	22 	 -68 	 -797	-678 	 379 	 668
1.182626	-1191 	 1412 	 15838	32 	 -44 	 -787	-678 	 378 	 676
1.19091	-1184 	 1416 	 15662	36 	 -22 	 -791	-676 	 378 	 676
1.199295	-1141 	 1415 	 15861	37 	 -64 	 -808	-673 	 375 	 674
1.207718	-1125 	 1404 	 15781	5 	 -92 	 -834	-676 	 376 	 677
1.216029	-1116 	 1407 	 15778	30 	 -35 	 -782	-677 	 376 	 676
1.224359	-1165 	 1426 	 15683	9 	 -48 	 -800	-677 	 376 	 676
1.232612	-1281 	 1386 	 15699	15 	 -39 	 -811	-677 	 376 	 677
1.240953	-1116 	 1371 	 15744	9 	 -68 	 -816	-676 	 373 	 667
1.249263	-1175 	 1423 	 15858	57 	 -41 	 -814	-679 	 375 	 669
1.257592	-1118 	 1398 	 15717	19 	 -32 	 -831	-679 	 375 	 671
1.266187	-1125 	 1411 	 15855	46 	 -35 	 -799	-677 	 379 	 671
1.274387	-1198 	 1426 	 15694	30 	 -27 	 -782	-677 	 374 	 668
1.282621	-1130 	 1368 	 15720	-12 	 -64 	 -818	-679 	 377 	 675
1.290933	-1155 	 1405 	 15755	60 	 -7 	 -774	-679 	 378 	 675
1.299307	-1148 	 1379 	 15765	12 	 -11 	 -813	-676 	 378 	 675
1.307596	-1194 	 1410 	 15852	61 	 5 	 -826	-680 	 374 	 667
1.315962	-1140 	 1435 	 15677	16 	 -52 	 -836	-678 	 382 	 673
1.324285	-1117 	 1355 	 15731	30 	 -37 	 -838	-678 	 380 	 670
1.332537	-1112 	 1386 	 15665	75 	 -9 	 -815	-678 	 380 	 674
1.340892	-1120 	 1444 	 15658	-214 	 -55 	 -811	-680 	 370 	 674
1.34921	-1161 	 1417 	 15749	7 	 -38 	 -805	-675 	 374 	 670
1.357372	-1197 	 1395 	 15658	17 	 -30 	 -814	-677 	 378 	 671
1.365618	-1178 	 1424 	 15702	32 	 -17 	 -812	-677 	 378 	 667
1.374187	-1189 	 1392 	 15754	9 	 -59 	 -831	-680 	 378 	 667
1.382491	-1145 	 1433 	 15872	10 	 -32 	 -842	-676 	 375 	 677
1.390856	-1220 	 1434 	 15699	25 	 -27 	 -848	-675 	 376 	 678
1.399241	-1127 	 1367 	 15669	43 	 -18 	 -814	-679 	 373 	 669
1.407467	-1140 	 1389 	 15809	63 	 16 	 -839	-679 	 373 	 669
